id,src_len,source,reference,hypothesis,bleu
640,7,Okay . Jetzt öffne die Augen .,Okay . Open your eyes .,"okay , now your eyes .",30.21
641,22,"ich möchte euch von einem sehr bizarren Wettbewerb erzählen , der jedes Jahr im Frühling in New York City abgehalten wird .",I want to tell you about a very bizarre contest that is held every spring in New York City .,i want to tell you from a very important website that year every year in new york city .,16.25
642,9,"Er heißt "" United States Memory Championship "" .",It 's called the United States Memory Championship .,"it 's called "" gay gay .",10.92
643,21,"Vor ein paar Jahren wollte ich von diesen Wettkampf als Wissenschaftsjournalist berichten und erwartete , die Jahrestagung der Inselbegabten vorzufinden .","And I had gone to cover this contest a few years back as a science journalist expecting , I guess , that this was going to be like the Superbowl of savants .","a few years ago , i wanted to call these these as as as , and the the of the . .",5.27
644,17,"Es war ein Haufen Typen und einige wenige Damen , von ganz unterschiedlichem Alter und Hygienestandard .","This was a bunch of guys and a few ladies , widely varying in both age and hygienic upkeep .","it was a bunch of and few few , , very small and old .",14.44
645,12,Sie prägten sich nach einmaligem Betrachten Hunderte von zufälligen Zahlen ein .,"They were memorizing hundreds of random numbers , looking at them just once .",they were looking at moral hundreds of numbers numbers .,9.15
646,9,Lernten die Namen von Dutzenden und Aberdutzenden von Unbekannten,They were memorizing the names of dozens and dozens and dozens of strangers .,learned the names of criminals .,8.56
647,10,und merkten sich ganze Gedichte in nur wenigen Minuten .,They were memorizing entire poems in just a few minutes .,and it was just in minutes minutes .,9.03
648,16,"Sie konkurrierten darum , wer sich die Reihenfolge eines gemischten Kartendecks am schnellsten einprägen konnte .",They were competing to see who could memorize the order of a shuffled pack of playing cards the fastest .,they were about who get the order of a a better at the . .,14.02
649,4,Das ist verrückt .,"I was like , this is unbelievable .",this is crazy .,13.01
650,7,Diese Leute müssen übernatürliche Fähigkeiten haben .,These people must be freaks of nature .,these people have have have skills .,6.77
651,12,"Ich fing an , mich mit einigen von ihnen zu unterhalten .",And I started talking to a few of the competitors .,i started to with with some of them .,5.4
652,22,"Dies hier ist Ed Cook , ein Typ , der aus England hergekommen ist und dort eines der besttrainierten Gedächtnisse hat .",This is a guy called Ed Cook who had come over from England where he had one of the best trained memories .,"this is ed , , a guy who 's from england and there 's one of the moral . .",8.93
653,21,"Und ich fragte ihn , "" Ed , wann hast du bemerkt , dass du diese besondere Begabung hast ? ""","And I said to him , "" Ed , when did you realize that you were a savant ? ""","and i asked him , "" ed , did you notice that you have ? """,12.05
654,10,"Und Ed sagte , "" Ich bin kein Inselbegabter .","And Ed was like , "" I 'm not a savant .","ed said , "" i am not a .",10.22
655,7,Ich habe nur ein durchschnittliches Gedächtnis .,"In fact , I have just an average memory .",i only have an average memory .,28.32
656,19,"Jeder , der hier antritt , wird dir bestätigen , dass er oder sie nur ein Durchschnittsgedächtnis hat .",Everybody who competes in this contest will tell you that they have just an average memory .,"everybody who here here , will tell you that he or he just a . .",16.54
657,58,"Wir haben uns alle , mittels antiker Techniken , darauf trainiert , diese unglaublichen Gedächtniskunststücke zu vollführen . Techniken , die die Griechen vor 2 500 Jahren erfunden haben . Dieselben Techniken , die Cicero nutzte , um seine Reden auswendig zu lernen , und die mittelalterliche Gelehrte nutzten , um ganze Bücher auswendig zu lernen . ""","We 've all trained ourselves to perform these utterly miraculous feats of memory using a set of ancient techniques , techniques invented 2,500 years ago in Greece , the same techniques that Cicero had used to memorize his speeches , that medieval scholars had used to memorize entire books . ""","we all have all of using techniques techniques , trying to understand these incredible incredible techniques , techniques that the the the two two years ago , the same techniques , used to learn to talk about the , and and the to the books to learn . .",9.58
658,21,"Und ich dachte nur , "" Wow , wie kommt es , dass ich noch nie davon gehört habe ? ""","And I was like , "" Whoa . How come I never heard of this before ? ""","and i thought , "" wow , how is that i ' ve never heard about it ? """,7.01
659,32,"Wir standen draußen vor der Wettkampfhalle und Ed , dieser wunderbare , brillante , und etwas exzentrische englische Typ sagt zu mir , "" Josh , du bist ein amerikanischer Journalist .","And we were standing outside the competition hall , and Ed , who is a wonderful , brilliant , but somewhat eccentric English guy , says to me , "" Josh , you 're an American journalist .","we stood out of the and and , wonderful wonderful , brilliant , and something serious says , says says to me , "" josh , you 're a a journalist .",22.05
660,6,"Kennst du Britney Spears ? ""","Do you know Britney Spears ? ""","do you feel ? ? """,15.21
661,10,"Ich : "" Was ? Nee . Wieso ? ""","I 'm like , "" What ? No . Why ? """,i said what ?,2.16
662,21,""" Ich würde gern Britney Spears beibringen , wie man die Reihenfolge eines gemischten Kartendecks auswendig lernt . Im U.S.-Fernsehen .",""" Because I really want to teach Britney Spears how to memorize the order of a shuffled pack of playing cards on U.S. national television .",""" i 'd like to cook by how to get the the of of a . . .",4.25
663,13,"Es würde der Welt beweisen , dass das hier jeder kann . ""","It will prove to the world that anybody can do this . ""","it would the the world that anybody can . """,33.47
664,19,"Ich sagte ihm , "" Ich bin zwar nicht Britney Spears , aber du könntest es mir beibringen .","I was like , "" Well I 'm not Britney Spears , but maybe you could teach me .","i told him , "" i ' m not really smart , but you could tell me .",8.37
665,13,"Ich meine , du musst ja irgendwo anfangen , nicht wahr ? ""","I mean , you 've got to start somewhere , right ? ""","i mean you have to start somewhere , right ?",41.15
666,12,Und das war der Anfang einer sehr seltsamen Reise für mich .,And that was the beginning of a very strange journey for me .,and that was the very strange journey for me .,48.75
667,43,"Einen Großteil des nächsten Jahres verbrachte ich nicht nur damit , mein Gedächtnis zu trainieren , sondern auch damit , es zu untersuchen und zu verstehen , wie es funktioniert , warum es manchmal nicht funktioniert und was sein Potenzial sein könnte .","I ended up spending the better part of the next year not only training my memory , but also investigating it , trying to understand how it works , why it sometimes does n't work and what its potential might be .","i spent spent a lot of the next year , my memory , but but also to understanding it and understand how it works it does n't work and what what could be .",27.45
668,9,Ich habe eine Menge wirklich interessanter Leute getroffen .,I met a host of really interesting people .,i really know really interesting people .,30.9
669,6,Das hier ist zum Beispiel E.P.,This is a guy called E.P.,this is for example .,5.71
670,13,Er leidet unter Gedächtnisverlust und hat vermutlich das schlechteste Gedächtnis der Welt .,"He 's an amnesic who had , very possibly , the very worst memory in the world .","he suffering under , and probably the worst memory in the world .",27.84
671,20,"Sein Gedächtnis ist so schlecht , dass er sich nicht einmal an sein Gedächtnisproblem erinnert . Was erstaunlich ist .","His memory was so bad that he did n't even remember he had a memory problem , which is amazing .",his memory is so bad that it 's not remembered itself . it 's amazing .,9.11
672,24,"Obwohl es so tragisch war , bot er Einblicke darin , wie viel unser Gedächtnis uns zu dem macht , wer wir sind .","And he was this incredibly tragic figure , but he was a window into the extent to which our memories make us who we are .","even though it was tragic tragic , he was brought in how much our our minds to us who we are .",17.74
673,8,Auf der anderen Seite des Spektrums lernte ich,The other end of the spectrum : I met this guy .,on the other side of africa .,4.55
674,4,Kim Peek kennen .,This is Kim Peek .,kim bears .,14.13
675,16,"Er war die Vorlage für Dustin Hoffmans Charakter in dem Film "" Rain Man . ""","He was the basis for Dustin Hoffman 's character in the movie "" Rain Man . ""","he was the the for the word in the movie . """,12.63
676,23,"Wir verbrachten einen Nachmittag zusammen damit , in der öffentlichen Bücherei in Salt Lake City Telefonbücher auswendig zu lernen . Einfach faszinierend .","We spent an afternoon together in the Salt Lake City Public Library memorizing phone books , which was scintillating .","we spent a afternoon together in the public library in in city , in love . . amazing amazing .",13.79
677,37,"Und ich kam zurück , um einen ganzen Stapel Abhandlungen über das Gedächtnis zu lesen , Abhandlungen , die vor 2 000 Jahren und mehr im Altertum in Latein und später im Mittelalter geschrieben worden waren .","And I went back and I read a whole host of memory treatises , treatises written 2,000-plus years ago in Latin in Antiquity and then later in the Middle Ages .","and i came back to bring a whole of of about memory memory , which was about two years ago and more in in in in and and later .",4.42
678,11,Und ich habe einen ganzen Haufen wirklich interessanter Dinge gelernt .,And I learned a whole bunch of really interesting stuff .,and i got a whole really interesting things .,11.42
679,34,"Besonders faszinierte mich , dass es eine Zeit gab , zu der die Vorstellung , das Gedächtnis zu trainieren , zu disziplinieren , zu kultivieren , nicht nahezu so fremd wie heute erschien .","One of the really interesting things that I learned is that once upon a time , this idea of having a trained , disciplined , cultivated memory was not nearly so alien as it would seem to us to be today .","especially me , there was a time to try to memory memory memory , to , not almost virtually as as as as today .",2.9
680,17,"Es gab eine Zeit , zu der Menschen in ihr Gedächtnis investierten , es aufwändig möblierten .","Once upon a time , people invested in their memories , in laboriously furnishing their minds .","there was a time to people people people in their memory ,",6.99
681,55,"Über die letzten paar Jahrtausende haben wir eine Reihe von Technologien erfunden – vom Alphabet zur Schriftrolle , zum Kodex , dem Buchdruck , der Photographie , dem Computer , dem Smartphone – die es uns immer einfacher gemacht haben , unser Gedächtnis extern zu lagern , diese fundamental menschliche Fähigkeit im Prinzip auszugliedern .","Over the last few millenia we 've invented a series of technologies -- from the alphabet to the scroll to the codex , the printing press , photography , the computer , the smartphone -- that have made it progressively easier and easier for us to externalize our memories , for us to essentially outsource this fundamental human capacity .","so over the last few millennia , we have been a series of technologies -- from the alphabet , , to the , , the the , the computer , the computer , the smartphone that we always made us easier to our our memory , this human human human",24.98
682,13,"Diese Technologien haben unsere moderne Welt ermöglicht , uns aber gleichzeitig verändert .","These technologies have made our modern world possible , but they 've also changed us .","these technologies have changed our modern world , but at the same time .",14.34
683,18,"Sie haben uns kulturell verändert und ich würde behaupten , dass sie uns auch kognitiv verändert haben .","They 've changed us culturally , and I would argue that they 've changed us cognitively .",they have changed and and i would argue that they have changed us .,18.88
684,19,"Ohne die Notwendigkeit zu erinnern , scheint es manchmal , als hätten wir vergessen , wie das geht .","Having little need to remember anymore , it sometimes seems like we 've forgotten how .","without the the to remember , sometimes sometimes when we forget how like this .",6.95
685,32,"Einer der letzten Orte dieser Erde , wo man noch immer Leute finden kann , die noch immer leidenschaftlich ihr Gedächtnis trainieren , disziplinieren und kultivieren , ist dieser einzigartige Gedächtnis-Wettkampf .","One of the last places on Earth where you still find people passionate about this idea of a trained , disciplined , cultivated memory is at this totally singular memory contest .","one of the last places of these earth , where you still find people still still find their own memory , and and and , is this unique . .",21.03
686,17,"Tatsächlich ist er nicht so einzigartig , es gibt Wettkämpfe wie diesen auf der ganzen Welt .","It 's actually not that singular , there are contests held all over the world .","in fact is not unique unique , like like like this around the world .",10.4
687,19,"Und das hat mich in den Bann gezogen , ich wollte wissen , wie diese Leute das machen .","And I was fascinated , I wanted to know how do these guys do it .","and that took me to my mind , i wanted to know how these people do .",17.03
688,18,Vor einigen Jahren hat eine Forschungsgruppe am University College London eine Gruppe von Gedächtnismeistern ins Labor gebracht .,A few years back a group of researchers at University College London brought a bunch of memory champions into the lab .,"a few years ago , a university university university university university in a lab .",5.16
689,19,Sie wollten wissen : Ist die Struktur oder Anatomie ihrer Gehirne anders als die beim Rest von uns ?,"They wanted to know : Do these guys have brains that are somehow structurally , anatomically different from the rest of ours ?",they wanted to know is the structure or their brains brains different than the rest of us ?,11.27
690,6,Die Antwort war : Nein .,The answer was no .,the answer was no .,66.87
691,6,Sind sie klüger als wir ?,Are they smarter than the rest of us ?,are smarter smarter than we ?,10.9
692,14,Sie gaben ihnen einen Stapel Kognitionstests und die Antwort war : Eigentlich nicht .,"They gave them a bunch of cognitive tests , and the answer was not really .",they gave them a a and and the answer was n't .,22.72
693,24,"Es gab allerdings einen interessanten und vielsagenden Unterschied zwischen dem Gehirn eines Gedächtnismeisters und dem einer Kontrollperson , mit dem es verglichen wurde .",There was however one really interesting and telling difference between the brains of the memory champions and the control subjects that they were comparing them to .,there was a interesting and and difference difference between the brain of a and and one of the,7.79
694,44,"Wenn man sie in eine fMRI-Maschine steckt und ihr Gehirn scannt , während sie sich Nummern , Gesichter und Bilder von Schneeflocken einprägen , kann man sehen , dass bei den Gedächtnismeistern andere Regionen des Gehirnes aufleuchten als bei dem Rest von uns .","When they put these guys in an fMRI machine , scanned their brains while they were memorizing numbers and people 's faces and pictures of snowflakes , they found that the memory champions were lighting up different parts of the brain than everyone else .","when you put it into a and and your brain , as you look at , faces , images and images from the , , you can see that there were some more of than the rest of us . the rest of us .",1.6
695,22,"Es scheint , als würden sie den Teil ihres Gedächtnisses benutzen , der für das räumliche Erinnern und Navigieren benutzt wird .","Of note , they were using , or they seemed to be using , a part of the brain that 's involved in spatial memory and navigation .",it seems like you to use the part of the that used to be used for the . .,6.42
696,10,Warum ? Und können wir anderen daraus etwas lernen ?,Why ? And is there something the rest of us can learn from this ?,why ? can we learn from this ?,15.95
697,37,"Der Wettkampf um das beste Gedächtnis wird von einer Art Wettrüsten beherrscht , in dem jedes Jahr irgendjemand mit einer neuen Technik zum schnelleren Einprägen von mehr Fakten auftrumpft und der Rest des Feldes aufholen muss .","The sport of competitive memorizing is driven by a kind of arms race where every year somebody comes up with a new way to remember more stuff more quickly , and then the rest of the field has to play catchup .",the the to to the best memory by a kind of of every every time with a new technology to the more of and and the rest of the . .,14.65
698,10,"Dies ist mein Freund Ben Pridmore , dreimaliger Gedächtnis-Weltmeister .","This is my friend Ben Pridmore , three - time world memory champion .",this is my friend ben .,8.56
699,31,"Auf dem Tisch vor ihm sind 36 gemischte Kartendecks die er sich innerhalb von einer Stunde mit einer Technik , die er erfunden und als Einziger gemeistert hat , einzuprägen .","On his desk in front of him are 36 shuffled packs of playing cards that he is about to try to memorize in one hour , using a technique that he invented and he alone has mastered .","on the table before there are 36 that he he himself himself from an hour with a technique that he invented and , and he realized .",15.81
700,21,Er verwendete eine ähnliche Technik um sich die genaue Reihenfolge von 4 140 zufälligen Binärzahlen in einer halben Stunde einzuprägen .,"He used a similar technique to memorize the precise order of 4,140 random binary digits in half an hour .",he used a similar technique around the four of four in in a half an hour .,25.99
701,2,Ja .,Yeah .,yes .,50.0
702,35,"Und obwohl es eine Unmenge an Techniken gibt , um sich verschiedenste Dinge in diesen Wettkämpfen einzuprägen , basieren doch alle diese Techniken auf dem Konzept , das Psychologen "" elaborative encoding "" nennen .","And while there are a whole host of ways of remembering stuff in these competitions , everything , all of the techniques that are being used , ultimately come down to a concept that psychologists refer to as elaborative encoding .","and even though it 's a real techniques techniques to look at things in these these , , all all the techniques on the concept , which psychologists "" psychologists . """,3.68
703,46,"Das so genannte Bäcker/Bäcker-Paradox illustriert dieses Konzept besonders elegant . Es lautet wie folgt : Wenn ich zwei Personen bitte , sich das selbe Wort zu merken , und dir sage ich , "" Merk dir , dass es eine Person namens Bäcker gibt . ""","And it 's well illustrated by a nifty paradox known as the Baker / baker paradox , which goes like this : If I tell two people to remember the same word , if I say to you , "" Remember that there is a guy named Baker . ""","so so the called this fantastic model of this concept , it 's like : if i two two , please the same word , and , and i say , "" you you that there 's a person called new . . """,8.6
704,5,Das ist sein Name .,That 's his name .,that 's his name .,66.87
705,21,"Und dir sage ich , "" Merk dir , dass es eine Person gibt , die ein Bäcker ist . ""","And I say to you , "" Remember that there is a guy who is a baker . ""","and i 'll say , "" you you there 's a person who 's . """,7.02
706,30,"Wenn ich jetzt zu einem späteren Zeitpunkt zu euch zurück komme und sage , "" Weißt du noch das Wort , das ich dir vor einiger Zeit gesagt habe ?","And I come back to you at some point later on , and I say , "" Do you remember that word that I told you a while back ?","if i come back to a moment , and say , "" do you know the word that i said before you ? """,10.49
707,9,"Weißt du noch welches Wort es war ? ""","Do you remember what it was ? ""","you know what word was ? """,24.08
708,34,"Die Person , die sich die Person namens Bäcker merken sollte , erinnert sich mit geringerer Wahrscheinlichkeit an das Wort als die Person , die sich die Person mit dem Bäckerberuf merken sollte .",The person who was told his name is Baker is less likely to remember the same word than the person was told his job is that he is a baker .,"the person person who was called the , remembers with the probability of the word as the person person who person to person .",6.37
709,10,"Gleiches Wort , unterschiedliches Erinnerungsvermögen ; das ist seltsam .","Same word , different amount of remembering ; that 's weird .","same word , ideas says ; that 's strange .",16.83
710,6,Was geht hier vor sich ?,What 's going on here ?,what 's going on ?,34.98
711,10,"Nun ja , der Name Bäcker bedeutet dir nichts .",Well the name Baker does n't actually mean anything to you .,"well , the name baker does .",7.65
712,16,"Er ist absolut unabhängig von all den Erinnerungsstücken , die in deinem Kopf umher schwirren .",It is entirely untethered from all of the other memories floating around in your skull .,it 's absolutely independent of all the of that comes down in your head .,6.47
713,10,"Aber der Beruf des Bäckers , wir kennen Bäcker .","But the common noun baker , we know bakers .","but the job of the , we know .",18.04
714,6,Bäcker tragen komische weiße Mützen .,Bakers wear funny white hats .,wear wear white white .,11.51
715,7,Bäcker haben Mehl an ihren Händen .,Bakers have flour on their hands .,baker have to hands hands .,15.21
716,13,"Bäcker riechen gut , wenn sie von der Arbeit nach Hause kommen .",Bakers smell good when they come home from work .,ss smell good when you come from home .,19.63
717,7,Vielleicht kennen wir sogar einen Bäcker .,Maybe we even know a baker .,maybe we even have a . .,15.62
718,25,"Und wenn wir das Wort zuerst hören , verknüpfen wir diese Assoziationen mit dem Wort und ermöglichen es , das Erinnerte später einfacher wiederzufinden .","And when we first hear that word , we start putting these associational hooks into it that make it easier to fish it back out at some later date .","and if we hear the word first , we will take this with with the word and allow it later .",3.45
719,82,"Das Geheimnis dabei , was in den Gedächtnis-Wettkämpfen vor sich geht , und das Geheimnis , um sich alltägliche Dinge besser merken zu können , ist einen Weg zu finden , um den Namen Bäcker in den Beruf Bäcker zu verwandeln – Eine Information , die keine Assoziationen mit sich verknüpft hat , weder in Sinn noch in Bedeutung , in einer Art und Weise zu verändern , dass sie Bedeutung und Sinn in Verbindung mit allen bereits existierenden Gedächtnisfragmenten bekommt .","The entire art of what is going on in these memory contests and the entire art of remembering stuff better in everyday life is figuring out ways to transform capital B Bakers into lower - case B bakers -- to take information that is lacking in context , in significance , in meaning and transform it in some way so that it becomes meaningful in the light of all the other things that you have in your mind .","the secret of what in in in the in the the and the secret to to see better better better better is is to find a way to put the name in the profession , and that information that does does n't work with meaning , in meaning , in",3.57
720,17,Eine der ausgefeilteren Techniken hierfür kann 2 500 Jahre zurück auf die antiken Griechen datiert werden .,"One of the more elaborate techniques for doing this dates back 2,500 years to Ancient Greece .",one of the the techniques can 2 two years back to the mountains .,6.27
721,7,Sie wurde als der Gedächtnispalast bekannt .,It came to be known as the memory palace .,she was known as the .,16.67
722,20,"Die Geschichte seiner Schaffung geht wie folgt : Es gab einen Dichter namens Simonides , der ein Festmahl besuchte .",The story behind its creation goes like this : There was a poet called Simonides who was attending a banquet .,the story of his is like this : there was a poet named called who was a . .,14.34
723,28,"Er war für die Unterhaltung zuständig , denn damals , wenn man eine wirklich große Party schmeißen wollte , engagierte man keinen D.J. , sondern einen Dichter .","He was actually the hired entertainment , because back then if you wanted to throw a really slamming party , you did n't hire a D.J. , you hired a poet .","he was for the conversation because because when you wanted a big big big , , you do n't have a . , but a poet .",7.34
724,28,Er trägt sein Gedicht aus dem Gedächtnis vor und verlässt den Raum . In genau dem Moment bricht die Halle hinter ihm zusammen und begräbt alle Gäste .,"And he stands up , delivers his poem from memory , walks out the door , and at the moment he does , the banquet hall collapses , kills everybody inside .","he wears his poem from the memory , and in the room room , right right now , the the behind him and and everybody else .",7.93
725,14,"Nicht nur sind alle tot , ihre Körper sind bis zur Unkenntlichkeit entstellt .","It does n't just kill everybody , it mangles the bodies beyond all recognition .","not just dead dead , their bodies are up .",3.6
726,16,"Niemand kann sagen , wer anwesend war , niemand weiß , wo wer gesessen hat .","Nobody can say who was inside , nobody can say where they were sitting .",nobody can tell who who was who nobody knows knows who knows .,7.92
727,8,Die Körper können nicht richtig bestattet werden .,The bodies ca n't be properly buried .,the ca ca n't be properly .,37.68
728,8,Es ist eine Tragödie nach der anderen .,It 's one tragedy compounding another .,it 's tragedy tragedy .,9.42
729,34,"Simonides steht draußen , der einzige Überlebende dieser Katastrophe . Er schließt seine Augen und plötzlich begreift er , dass er vor seinem inneren Auge sehen kann , welcher Gast wo gesessen hat .","Simonides , standing outside , the sole survivor amid the wreckage , closes his eyes and has this realization , which is that in his mind 's eye , he can see where each of the guests at the banquet had been sitting .","it 's out the only one of these catastrophe , he he his his eyes and suddenly he he found his his eye eye , which where where where .",5.36
730,19,Und so nimmt er die Verbliebenden bei der Hand und führt sie durch die Trümmer zu den Verstorbenen .,And he takes the relatives by the hand and guides them each to their loved ones amid the wreckage .,and so he 's the the the and and it it through the . .,2.95
731,44,"In diesem Moment verstand Simonides etwas , was wir alle intuitiv bereits wissen , dass wir , egal wie schlecht wir uns auch Namen , Telefonnummern oder wörtliche Anweisungen unserer Kollegen merken können , wir ein sehr gutes visuelles und räumliches Gedächtnis haben .","What Simonides figured out at that moment is something that I think we all kind of intuitively know , which is that , as bad as we are at remembering names and phone numbers and word - for - word instructions from our colleagues , we have really exceptional visual and spatial memories .","in that moment , we realized anything that we all know that all we know , no matter how bad name we name name , or our personal colleagues of our colleagues , we can have a very good and and memory .",7.35
732,23,"Würde ich euch bitten , die ersten zehn Worte der Geschichte über Simonides zu wiederholen , so würdet ihr es schwierig finden .","If I asked you to recount the first 10 words of the story that I just told you about Simonides , chances are you would have a tough time with it .","i 'd like to tell you the first 10 words to read about this , so you would find it hard .",9.71
733,35,"Aber ich wette , wenn ich euch bitten würde , sich zu erinnern , wer in diesem Moment auf einem sprechenden gelb-braunen Pferd in eurem Foyer sitzt , dann könntet ihr das problemlos visualisieren .","But I would wager that if I asked you to recall who is sitting on top of a talking tan horse in your foyer right now , you would be able to see that .","but i bet bet if i would ask you to remember who at this moment moment at a moment of boring in in your , , then you feel the . .",3.93
734,51,"Die Idee des Gedächtnispalastes ist es , ein Gebäude vorm inneren Auge zu erbauen und es mit Bildern der zu erinnernden Dinge zu füllen – je verrückter , bunter , bizarrer , lustiger , dreckiger , stinkender das Bild ist , um so stärker brennt es sich ins Gedächtnis ein .","The idea behind the memory palace is to create this imagined edifice in your mind 's eye and populate it with images of the things that you want to remember -- the crazier , weirder , more bizarre , funnier , raunchier , stinkier the image is , the more unforgettable it 's likely to be .","the idea of the is is to make a building - eye eye and and it with pictures of the things -- the the , , , , , , , , , , , that is is to be in the memory .",5.7
735,21,"Dies ist ein Ratschlag , der auf die über 2 000 Jahre alten lateinischen Texte über das Gedächtnis zurück geht .","This is advice that goes back 2,000-plus years to the earliest Latin memory treatises .",this is an aerial that that across over two years old old across the memory .,3.6
736,5,Wie funktioniert es also ?,So how does this work ?,so how does it work ?,22.96
737,40,"Angenommen du bist eingeladen , um hier bei TED einen Vortrag zu halten und du möchtest ihn aus dem Gedächtnis halten , genauso wie Cicero es getan hätte , wäre er zu TEDxRome vor 2 000 Jahren eingeladen worden .","Let 's say that you 've been invited to TED center stage to give a speech and you want to do it from memory , and you want to do it the way that Cicero would have done it if he had been invited to TEDxRome 2,000 years ago .","suppose you 're invited to talk at ted ted , and you asked him to memory memory , just like the would would have been to to two years ago ago .",5.19
738,13,Du könntest so vorgehen : Stelle dir dich vor deiner Haustür vor .,What you might do is picture yourself at the front door of your house .,you could call this : imagine your your your . .,3.43
739,31,"Stelle dir eine absolut verrückte und verdrehte Geschichte mit unvergesslichen Bildern vor , um dich daran zu erinnern , dass du als erstes über diesen total verrückten Wettkampf sprechen möchtest .","And you 'd come up with some sort of an absolutely crazy , ridiculous , unforgettable image to remind you that the first thing you want to talk about is this totally bizarre contest .","imagine you an absolutely crazy and and story with a , to remind you that you 're talking talking about this crazy crazy . .",10.87
740,18,Und dann gehst du in dein Haus und siehst das Krümelmonster auf dem Rücken von Mr. Ed .,"And then you 'd go inside your house , and you would see an image of Cookie Monster on top of Mister Ed .",and you go in your house and look the monster on the back of mr . ed .,5.18
741,13,"Und das würde dich daran erinnern , deinen Freund Ed Cook vorzustellen .",And that would remind you that you would want to then introduce your friend Ed Cook .,and that would remind you to remember your friend .,16.67
742,21,"Und wenn du dann Britney Spears siehst , erinnerst du dich an eine lustige Anekdote , die du erzählen wolltest .",And then you 'd see an image of Britney Spears to remind you of this funny anecdote you want to tell .,"and if you look look like , you remember an anecdote anecdote you tell you .",4.6
743,45,"Du gehst in deine Küche , und die vierte Sache , über die du sprechen wolltest , war diese seltsame Reise auf die du für ein Jahr gegangen bist . Und du hast einige Freunde , die dir helfen , dich daran zu erinnern .","And you go into your kitchen , and the fourth topic you were going to talk about was this strange journey that you went on for a year , and you have some friends to help you remember that .","you 're in your kitchen , and the fourth thing you talk about was was this strange journey that you go for for a a year . and you have some friends who help help you remind you .",39.6
744,23,"So merkten sich römische Redner ihre Ansprachen – nicht Wort für Wort , das verwirrt nämlich nur , sondern Thema für Thema .","This is how Roman orators memorized their speeches -- not word - for - word , which is just going to screw you up , but topic - for - topic .","so it turns out their their was not -- not word word word , but but for topic topic .",6.81
745,28,"Der englische Begriff "" topic sentence "" , ein das Thema beschreibender Satz , kommt vom griechischen Wort "" topos "" , was "" Stätte "" bedeutet .","In fact , the phrase "" topic sentence , "" that comes from the Greek word "" topos , "" which means "" place . ""","the english phrase is called a "" a piece of sentence , comes from from the greek word "" "" means . """,7.03
746,17,"Das sind Überreste davon , als die Menschen über Ansprachen und Rhetorik in räumlichen Begriffen dachten .",That 's a vestige of when people used to think about oratory and rhetoric in these sorts of spatial terms .,these are more of than people people and and in terms of scale .,2.9
747,19,"Die Formulierung "" an erster Stelle "" heißt eigentlich : "" An erster Stelle in deinem Gedächtnispalast . ""","The phrase "" in the first place , "" that 's like in the first place of your memory palace .","the the first means means is called "" first place to your your . . """,6.2
748,9,Ich fand das alles einfach faszinierend und bin noch,"I thought this was just fascinating , and I got really into it .",i found this just fascinating .,5.09
749,6,zu einigen weiteren Gedächtnis-Wettkämpfen gefahren .,And I went to a few more of these memory contests .,some some more .,2.57
750,13,Ich wollte vielleicht etwas Längeres über diese Subkultur des kompetitiven Erinnerns schreiben .,And I had this notion that I might write something longer about this subculture of competitive memorizers .,i wanted to make something more about these moral behaviors .,2.61
751,7,Aber es gab da ein Problem .,But there was a problem .,but there was a problem .,75.98
752,10,"Das Problem , dass die Gedächtnis-Wettkämpfe totlangweilige Veranstaltungen sind .",The problem was that a memory contest is a pathologically boring event .,the problem that consumers is absolutely . .,4.18
753,16,"Es ist wie eine Gruppe von Menschen , die da sitzen und einen Test schreiben .","Truly , it is like a bunch of people sitting around taking the SATs .",it 's like a group of people who sit sitting and write .,8.62
754,12,"Es ist schon aufregend , wenn sich jemand die Schläfe reibt .","I mean , the most dramatic it gets is when somebody starts massaging their temples .",it 's pretty exciting .,1.41
755,14,"Ich bin Journalist , ich brauche etwas , worüber es lohnt zu schreiben .","And I 'm a journalist , I need something to write about .","i ' m journalist , i need something to write write .",24.11
756,21,"Ich weiß , dass die atemberaubendsten Dinge in den Köpfen dieser Leute passieren , aber ich habe keinen Zugriff darauf .","I know that there 's this incredible stuff happening in these people 's minds , but I do n't have access to it .","i know the things things happen in the people of these people , but i have no access .",5.39
757,16,"Wenn ich also diese Geschichte erzählen wollte , musste ich mich in ihre Lage versetzen .","And I realized , if I was going to tell this story , I needed to walk in their shoes a little bit .","so if i wanted to tell this story , i had to move .",14.64
758,27,"Und so fing ich an , jeden Morgen 15 bis 20 Minuten , bevor ich mich mit meiner Zeitung hinsetze , irgend etwas auswendig zu lernen .",And so I started trying to spend 15 or 20 minutes every morning before I sat down with my New York Times just trying to remember something .,"and so i began to every every every 15 minutes 20 minutes before i came with my my , , something something something . .",5.38
759,4,Vielleicht ein Gedicht oder,Maybe it was a poem .,maybe a poem .,36.06
760,15,"die Namen aus einem alten Jahrbuch , das ich auf dem Flohmarkt gekauft habe .",Maybe it was names from an old yearbook that I bought at a flea market .,the name from a old sign that i bought on the . .,3.84
761,11,"Ich musste feststellen , dass es erstaunlich viel Spaß macht .",And I found that this was shockingly fun .,i needed to make fun fun .,9.87
762,7,Ich konnte mir das niemals vorstellen .,I never would have expected that .,i never never imagined .,8.52
