id,src_len,source,reference,hypothesis,bleu
643,21,"Vor ein paar Jahren wollte ich von diesen Wettkampf als Wissenschaftsjournalist berichten und erwartete , die Jahrestagung der Inselbegabten vorzufinden .","And I had gone to cover this contest a few years back as a science journalist expecting , I guess , that this was going to be like the Superbowl of savants .",and i was a the of of the the,0.47
644,17,"Es war ein Haufen Typen und einige wenige Damen , von ganz unterschiedlichem Alter und Hygienestandard .","This was a bunch of guys and a few ladies , widely varying in both age and hygienic upkeep .","and , , and , and , .",1.74
645,12,Sie prägten sich nach einmaligem Betrachten Hunderte von zufälligen Zahlen ein .,"They were memorizing hundreds of random numbers , looking at them just once .","so , they look at .",2.82
646,9,Lernten die Namen von Dutzenden und Aberdutzenden von Unbekannten,They were memorizing the names of dozens and dozens and dozens of strangers .,the was the .,1.56
647,10,und merkten sich ganze Gedichte in nur wenigen Minuten .,They were memorizing entire poems in just a few minutes .,and just just in minutes .,8.39
648,16,"Sie konkurrierten darum , wer sich die Reihenfolge eines gemischten Kartendecks am schnellsten einprägen konnte .",They were competing to see who could memorize the order of a shuffled pack of playing cards the fastest .,so the the of the the that was .,1.99
649,4,Das ist verrückt .,"I was like , this is unbelievable .",this is crazy .,13.01
650,7,Diese Leute müssen übernatürliche Fähigkeiten haben .,These people must be freaks of nature .,have have have .,5.88
651,12,"Ich fing an , mich mit einigen von ihnen zu unterhalten .",And I started talking to a few of the competitors .,i i started to with me .,4.88
652,22,"Dies hier ist Ed Cook , ein Typ , der aus England hergekommen ist und dort eines der besttrainierten Gedächtnisse hat .",This is a guy called Ed Cook who had come over from England where he had one of the best trained memories .,"so , the is a guy who 's , .",5.06
653,21,"Und ich fragte ihn , "" Ed , wann hast du bemerkt , dass du diese besondere Begabung hast ? ""","And I said to him , "" Ed , when did you realize that you were a savant ? ""","so , what did you say , """,3.69
654,10,"Und Ed sagte , "" Ich bin kein Inselbegabter .","And Ed was like , "" I 'm not a savant .","i am , i .",3.13
655,7,Ich habe nur ein durchschnittliches Gedächtnis .,"In fact , I have just an average memory .",i just have .,4.69
656,19,"Jeder , der hier antritt , wird dir bestätigen , dass er oder sie nur ein Durchschnittsgedächtnis hat .",Everybody who competes in this contest will tell you that they have just an average memory .,"he 's , you you , , you know ,",2.08
657,58,"Wir haben uns alle , mittels antiker Techniken , darauf trainiert , diese unglaublichen Gedächtniskunststücke zu vollführen . Techniken , die die Griechen vor 2 500 Jahren erfunden haben . Dieselben Techniken , die Cicero nutzte , um seine Reden auswendig zu lernen , und die mittelalterliche Gelehrte nutzten , um ganze Bücher auswendig zu lernen . ""","We 've all trained ourselves to perform these utterly miraculous feats of memory using a set of ancient techniques , techniques invented 2,500 years ago in Greece , the same techniques that Cicero had used to memorize his speeches , that medieval scholars had used to memorize entire books . ""","so , the , , the to the , , the to the , , the , , , the , , , the , , , the , , .",1.72
658,21,"Und ich dachte nur , "" Wow , wie kommt es , dass ich noch nie davon gehört habe ? ""","And I was like , "" Whoa . How come I never heard of this before ? ""","i i ' m saying , "" i ' m ?",4.39
659,32,"Wir standen draußen vor der Wettkampfhalle und Ed , dieser wunderbare , brillante , und etwas exzentrische englische Typ sagt zu mir , "" Josh , du bist ein amerikanischer Journalist .","And we were standing outside the competition hall , and Ed , who is a wonderful , brilliant , but somewhat eccentric English guy , says to me , "" Josh , you 're an American journalist .","so , , , , , , , , , , , , and , , , and , , and .",2.43
660,6,"Kennst du Britney Spears ? ""","Do you know Britney Spears ? """,you you ?,9.14
661,10,"Ich : "" Was ? Nee . Wieso ? ""","I 'm like , "" What ? No . Why ? """,what is ?,1.37
662,21,""" Ich würde gern Britney Spears beibringen , wie man die Reihenfolge eines gemischten Kartendecks auswendig lernt . Im U.S.-Fernsehen .",""" Because I really want to teach Britney Spears how to memorize the order of a shuffled pack of playing cards on U.S. national television .","so , i to the , , i to .",0.89
663,13,"Es würde der Welt beweisen , dass das hier jeder kann . ""","It will prove to the world that anybody can do this . """,it can be the world .,6.01
664,19,"Ich sagte ihm , "" Ich bin zwar nicht Britney Spears , aber du könntest es mir beibringen .","I was like , "" Well I 'm not Britney Spears , but maybe you could teach me .","i i ' m not , i ' m .",2.25
665,13,"Ich meine , du musst ja irgendwo anfangen , nicht wahr ? ""","I mean , you 've got to start somewhere , right ? ""","i mean , you you ?",10.11
666,12,Und das war der Anfang einer sehr seltsamen Reise für mich .,And that was the beginning of a very strange journey for me .,and that was a very .,7.56
667,43,"Einen Großteil des nächsten Jahres verbrachte ich nicht nur damit , mein Gedächtnis zu trainieren , sondern auch damit , es zu untersuchen und zu verstehen , wie es funktioniert , warum es manchmal nicht funktioniert und was sein Potenzial sein könnte .","I ended up spending the better part of the next year not only training my memory , but also investigating it , trying to understand how it works , why it sometimes does n't work and what its potential might be .","and so , i , i , and i , and it 's not to to understand it , and it 's .",2.63
668,9,Ich habe eine Menge wirklich interessanter Leute getroffen .,I met a host of really interesting people .,i really learned .,5.44
669,6,Das hier ist zum Beispiel E.P.,This is a guy called E.P.,so 's why .,4.58
670,13,Er leidet unter Gedächtnisverlust und hat vermutlich das schlechteste Gedächtnis der Welt .,"He 's an amnesic who had , very possibly , the very worst memory in the world .",the the world is the .,2.61
671,20,"Sein Gedächtnis ist so schlecht , dass er sich nicht einmal an sein Gedächtnisproblem erinnert . Was erstaunlich ist .","His memory was so bad that he did n't even remember he had a memory problem , which is amazing .",it 's not just to be that it 's .,1.66
672,24,"Obwohl es so tragisch war , bot er Einblicke darin , wie viel unser Gedächtnis uns zu dem macht , wer wir sind .","And he was this incredibly tragic figure , but he was a window into the extent to which our memories make us who we are .","so , it 's how it was , , it 's how it was .",1.79
673,8,Auf der anderen Seite des Spektrums lernte ich,The other end of the spectrum : I met this guy .,i learned the other hand .,3.93
674,4,Kim Peek kennen .,This is Kim Peek .,you know .,14.13
675,16,"Er war die Vorlage für Dustin Hoffmans Charakter in dem Film "" Rain Man . ""","He was the basis for Dustin Hoffman 's character in the movie "" Rain Man . ""","he was the the "" he was . """,6.14
676,23,"Wir verbrachten einen Nachmittag zusammen damit , in der öffentlichen Bücherei in Salt Lake City Telefonbücher auswendig zu lernen . Einfach faszinierend .","We spent an afternoon together in the Salt Lake City Public Library memorizing phone books , which was scintillating .","so , in a , , we started in love with a .",2.37
677,37,"Und ich kam zurück , um einen ganzen Stapel Abhandlungen über das Gedächtnis zu lesen , Abhandlungen , die vor 2 000 Jahren und mehr im Altertum in Latein und später im Mittelalter geschrieben worden waren .","And I went back and I read a whole host of memory treatises , treatises written 2,000-plus years ago in Latin in Antiquity and then later in the Middle Ages .","and i was to to the , and i was in the , and , and .",2.35
678,11,Und ich habe einen ganzen Haufen wirklich interessanter Dinge gelernt .,And I learned a whole bunch of really interesting stuff .,i learned a whole thing .,14.11
679,34,"Besonders faszinierte mich , dass es eine Zeit gab , zu der die Vorstellung , das Gedächtnis zu trainieren , zu disziplinieren , zu kultivieren , nicht nahezu so fremd wie heute erschien .","One of the really interesting things that I learned is that once upon a time , this idea of having a trained , disciplined , cultivated memory was not nearly so alien as it would seem to us to be today .","to to , , to to , to , to , to , to , to , to , to .",1.05
680,17,"Es gab eine Zeit , zu der Menschen in ihr Gedächtnis investierten , es aufwändig möblierten .","Once upon a time , people invested in their memories , in laboriously furnishing their minds .","it was to be a , of people .",2.77
681,55,"Über die letzten paar Jahrtausende haben wir eine Reihe von Technologien erfunden – vom Alphabet zur Schriftrolle , zum Kodex , dem Buchdruck , der Photographie , dem Computer , dem Smartphone – die es uns immer einfacher gemacht haben , unser Gedächtnis extern zu lagern , diese fundamental menschliche Fähigkeit im Prinzip auszugliedern .","Over the last few millenia we 've invented a series of technologies -- from the alphabet to the scroll to the codex , the printing press , photography , the computer , the smartphone -- that have made it progressively easier and easier for us to externalize our memories , for us to essentially outsource this fundamental human capacity .","so , the the of the , the the of the , the the , the the , the the , the the , the the , the the , the the , the",2.13
682,13,"Diese Technologien haben unsere moderne Welt ermöglicht , uns aber gleichzeitig verändert .","These technologies have made our modern world possible , but they 've also changed us .",we have changed the same way we changed .,2.88
683,18,"Sie haben uns kulturell verändert und ich würde behaupten , dass sie uns auch kognitiv verändert haben .","They 've changed us culturally , and I would argue that they 've changed us cognitively .","we have , we have , and we .",4.34
684,19,"Ohne die Notwendigkeit zu erinnern , scheint es manchmal , als hätten wir vergessen , wie das geht .","Having little need to remember anymore , it sometimes seems like we 've forgotten how .","we , remember , , remember , remember ,",2.88
685,32,"Einer der letzten Orte dieser Erde , wo man noch immer Leute finden kann , die noch immer leidenschaftlich ihr Gedächtnis trainieren , disziplinieren und kultivieren , ist dieser einzigartige Gedächtnis-Wettkampf .","One of the last places on Earth where you still find people passionate about this idea of a trained , disciplined , cultivated memory is at this totally singular memory contest .","so , the , of the , , the , , , the , , , the is still , and the .",3.05
686,17,"Tatsächlich ist er nicht so einzigartig , es gibt Wettkämpfe wie diesen auf der ganzen Welt .","It 's actually not that singular , there are contests held all over the world .","so , is how there are in the world .",11.28
687,19,"Und das hat mich in den Bann gezogen , ich wollte wissen , wie diese Leute das machen .","And I was fascinated , I wanted to know how do these guys do it .","so , i was doing this ,",2.16
688,18,Vor einigen Jahren hat eine Forschungsgruppe am University College London eine Gruppe von Gedächtnismeistern ins Labor gebracht .,A few years back a group of researchers at University College London brought a bunch of memory champions into the lab .,"a a a a a ago ago , a ago .",1.81
689,19,Sie wollten wissen : Ist die Struktur oder Anatomie ihrer Gehirne anders als die beim Rest von uns ?,"They wanted to know : Do these guys have brains that are somehow structurally , anatomically different from the rest of ours ?",so what 's the the is the ?,1.01
690,6,Die Antwort war : Nein .,The answer was no .,and was .,17.8
691,6,Sind sie klüger als wir ?,Are they smarter than the rest of us ?,what are we ?,4.58
692,14,Sie gaben ihnen einen Stapel Kognitionstests und die Antwort war : Eigentlich nicht .,"They gave them a bunch of cognitive tests , and the answer was not really .","and they were , and they were .",4.5
693,24,"Es gab allerdings einen interessanten und vielsagenden Unterschied zwischen dem Gehirn eines Gedächtnismeisters und dem einer Kontrollperson , mit dem es verglichen wurde .",There was however one really interesting and telling difference between the brains of the memory champions and the control subjects that they were comparing them to .,"and the , the was a a and the and a .",2.65
694,44,"Wenn man sie in eine fMRI-Maschine steckt und ihr Gehirn scannt , während sie sich Nummern , Gesichter und Bilder von Schneeflocken einprägen , kann man sehen , dass bei den Gedächtnismeistern andere Regionen des Gehirnes aufleuchten als bei dem Rest von uns .","When they put these guys in an fMRI machine , scanned their brains while they were memorizing numbers and people 's faces and pictures of snowflakes , they found that the memory champions were lighting up different parts of the brain than everyone else .","and you , you , the you , , and you you , , and you you see , you , you , and you , you , and you .",1.19
695,22,"Es scheint , als würden sie den Teil ihres Gedächtnisses benutzen , der für das räumliche Erinnern und Navigieren benutzt wird .","Of note , they were using , or they seemed to be using , a part of the brain that 's involved in spatial memory and navigation .",it 's used to be used to be used to be used .,2.32
696,10,Warum ? Und können wir anderen daraus etwas lernen ?,Why ? And is there something the rest of us can learn from this ?,why do we learn ?,1.72
697,37,"Der Wettkampf um das beste Gedächtnis wird von einer Art Wettrüsten beherrscht , in dem jedes Jahr irgendjemand mit einer neuen Technik zum schnelleren Einprägen von mehr Fakten auftrumpft und der Rest des Feldes aufholen muss .","The sport of competitive memorizing is driven by a kind of arms race where every year somebody comes up with a new way to remember more stuff more quickly , and then the rest of the field has to play catchup .","the the of of the is to the the of the , the the of the",1.36
698,10,"Dies ist mein Freund Ben Pridmore , dreimaliger Gedächtnis-Weltmeister .","This is my friend Ben Pridmore , three - time world memory champion .","so , is 's my .",3.03
699,31,"Auf dem Tisch vor ihm sind 36 gemischte Kartendecks die er sich innerhalb von einer Stunde mit einer Technik , die er erfunden und als Einziger gemeistert hat , einzuprägen .","On his desk in front of him are 36 shuffled packs of playing cards that he is about to try to memorize in one hour , using a technique that he invented and he alone has mastered .","he 's a a that he was , and he 's a , and he 's a .",2.38
700,21,Er verwendete eine ähnliche Technik um sich die genaue Reihenfolge von 4 140 zufälligen Binärzahlen in einer halben Stunde einzuprägen .,"He used a similar technique to memorize the precise order of 4,140 random binary digits in half an hour .",so he 's a a of the the of .,2.18
701,2,Ja .,Yeah .,yeah .,50.0
702,35,"Und obwohl es eine Unmenge an Techniken gibt , um sich verschiedenste Dinge in diesen Wettkämpfen einzuprägen , basieren doch alle diese Techniken auf dem Konzept , das Psychologen "" elaborative encoding "" nennen .","And while there are a whole host of ways of remembering stuff in these competitions , everything , all of the techniques that are being used , ultimately come down to a concept that psychologists refer to as elaborative encoding .","so , the are of the to of , , , the , of the , , and that .",2.05
703,46,"Das so genannte Bäcker/Bäcker-Paradox illustriert dieses Konzept besonders elegant . Es lautet wie folgt : Wenn ich zwei Personen bitte , sich das selbe Wort zu merken , und dir sage ich , "" Merk dir , dass es eine Person namens Bäcker gibt . ""","And it 's well illustrated by a nifty paradox known as the Baker / baker paradox , which goes like this : If I tell two people to remember the same word , if I say to you , "" Remember that there is a guy named Baker . ""","so , the , of the , , i , , "" the , , "" the , , "" that .",1.41
704,5,Das ist sein Name .,That 's his name .,that 's his .,27.53
705,21,"Und dir sage ich , "" Merk dir , dass es eine Person gibt , die ein Bäcker ist . ""","And I say to you , "" Remember that there is a guy who is a baker . ""","and i , you , "" you , """,6.28
706,30,"Wenn ich jetzt zu einem späteren Zeitpunkt zu euch zurück komme und sage , "" Weißt du noch das Wort , das ich dir vor einiger Zeit gesagt habe ?","And I come back to you at some point later on , and I say , "" Do you remember that word that I told you a while back ?","i ' m going to say you you , "" i you you , """,2.73
707,9,"Weißt du noch welches Wort es war ? ""","Do you remember what it was ? """,what was you ?,8.31
708,34,"Die Person , die sich die Person namens Bäcker merken sollte , erinnert sich mit geringerer Wahrscheinlichkeit an das Wort als die Person , die sich die Person mit dem Bäckerberuf merken sollte .",The person who was told his name is Baker is less likely to remember the same word than the person was told his job is that he is a baker .,the person who was the person who was the person who was the person who was the .,5.49
709,10,"Gleiches Wort , unterschiedliches Erinnerungsvermögen ; das ist seltsam .","Same word , different amount of remembering ; that 's weird .","it 's , is .",3.47
710,6,Was geht hier vor sich ?,What 's going on here ?,what 's going on ?,34.98
711,10,"Nun ja , der Name Bäcker bedeutet dir nichts .",Well the name Baker does n't actually mean anything to you .,"so , you know .",3.13
712,16,"Er ist absolut unabhängig von all den Erinnerungsstücken , die in deinem Kopf umher schwirren .",It is entirely untethered from all of the other memories floating around in your skull .,it 's got the of of the .,4.5
713,10,"Aber der Beruf des Bäckers , wir kennen Bäcker .","But the common noun baker , we know bakers .","we know , the .",9.88
714,6,Bäcker tragen komische weiße Mützen .,Bakers wear funny white hats .,wear : white .,12.75
715,7,Bäcker haben Mehl an ihren Händen .,Bakers have flour on their hands .,so was doing .,7.55
716,13,"Bäcker riechen gut , wenn sie von der Arbeit nach Hause kommen .",Bakers smell good when they come home from work .,"you go home , go home .",5.09
717,7,Vielleicht kennen wir sogar einen Bäcker .,Maybe we even know a baker .,we may have a .,9.42
718,25,"Und wenn wir das Wort zuerst hören , verknüpfen wir diese Assoziationen mit dem Wort und ermöglichen es , das Erinnerte später einfacher wiederzufinden .","And when we first hear that word , we start putting these associational hooks into it that make it easier to fish it back out at some later date .","so , the the we , , the word , and we .",2.1
719,82,"Das Geheimnis dabei , was in den Gedächtnis-Wettkämpfen vor sich geht , und das Geheimnis , um sich alltägliche Dinge besser merken zu können , ist einen Weg zu finden , um den Namen Bäcker in den Beruf Bäcker zu verwandeln – Eine Information , die keine Assoziationen mit sich verknüpft hat , weder in Sinn noch in Bedeutung , in einer Art und Weise zu verändern , dass sie Bedeutung und Sinn in Verbindung mit allen bereits existierenden Gedächtnisfragmenten bekommt .","The entire art of what is going on in these memory contests and the entire art of remembering stuff better in everyday life is figuring out ways to transform capital B Bakers into lower - case B bakers -- to take information that is lacking in context , in significance , in meaning and transform it in some way so that it becomes meaningful in the light of all the other things that you have in your mind .","so , in the , , to the , , in the , , to the , , in the , , to the , , in the way , the way to the , , in the way , the way to the , , in the way ,",1.78
720,17,Eine der ausgefeilteren Techniken hierfür kann 2 500 Jahre zurück auf die antiken Griechen datiert werden .,"One of the more elaborate techniques for doing this dates back 2,500 years to Ancient Greece .",the can be the the the of .,2.36
721,7,Sie wurde als der Gedächtnispalast bekannt .,It came to be known as the memory palace .,it was being .,3.56
722,20,"Die Geschichte seiner Schaffung geht wie folgt : Es gab einen Dichter namens Simonides , der ein Festmahl besuchte .",The story behind its creation goes like this : There was a poet called Simonides who was attending a banquet .,"the , the was a a , called the .",3.51
723,28,"Er war für die Unterhaltung zuständig , denn damals , wenn man eine wirklich große Party schmeißen wollte , engagierte man keinen D.J. , sondern einen Dichter .","He was actually the hired entertainment , because back then if you wanted to throw a really slamming party , you did n't hire a D.J. , you hired a poet .","so , when you get a , , you , , you know , was a .",2.82
724,28,Er trägt sein Gedicht aus dem Gedächtnis vor und verlässt den Raum . In genau dem Moment bricht die Halle hinter ihm zusammen und begräbt alle Gäste .,"And he stands up , delivers his poem from memory , walks out the door , and at the moment he does , the banquet hall collapses , kills everybody inside .",and he 's the the the and the the and the the .,1.12
725,14,"Nicht nur sind alle tot , ihre Körper sind bis zur Unkenntlichkeit entstellt .","It does n't just kill everybody , it mangles the bodies beyond all recognition .",they 're just being dead .,2.15
726,16,"Niemand kann sagen , wer anwesend war , niemand weiß , wo wer gesessen hat .","Nobody can say who was inside , nobody can say where they were sitting .","who , who knows who nobody knows .",3.26
727,8,Die Körper können nicht richtig bestattet werden .,The bodies ca n't be properly buried .,they ca n't be .,23.45
728,8,Es ist eine Tragödie nach der anderen .,It 's one tragedy compounding another .,it 's another .,16.7
729,34,"Simonides steht draußen , der einzige Überlebende dieser Katastrophe . Er schließt seine Augen und plötzlich begreift er , dass er vor seinem inneren Auge sehen kann , welcher Gast wo gesessen hat .","Simonides , standing outside , the sole survivor amid the wreckage , closes his eyes and has this realization , which is that in his mind 's eye , he can see where each of the guests at the banquet had been sitting .","he 's , he 's , and he 's , and he 's , and he 's .",1.43
730,19,Und so nimmt er die Verbliebenden bei der Hand und führt sie durch die Trümmer zu den Verstorbenen .,And he takes the relatives by the hand and guides them each to their loved ones amid the wreckage .,"and the the , the the and the .",2.1
731,44,"In diesem Moment verstand Simonides etwas , was wir alle intuitiv bereits wissen , dass wir , egal wie schlecht wir uns auch Namen , Telefonnummern oder wörtliche Anweisungen unserer Kollegen merken können , wir ein sehr gutes visuelles und räumliches Gedächtnis haben .","What Simonides figured out at that moment is something that I think we all kind of intuitively know , which is that , as bad as we are at remembering names and phone numbers and word - for - word instructions from our colleagues , we have really exceptional visual and spatial memories .","we we , we , we , we , we we , we , we we , we , we we , we , we we , we , we we .",1.6
732,23,"Würde ich euch bitten , die ersten zehn Worte der Geschichte über Simonides zu wiederholen , so würdet ihr es schwierig finden .","If I asked you to recount the first 10 words of the story that I just told you about Simonides , chances are you would have a tough time with it .",so i 'd like to to you to to the story .,1.91
733,35,"Aber ich wette , wenn ich euch bitten würde , sich zu erinnern , wer in diesem Moment auf einem sprechenden gelb-braunen Pferd in eurem Foyer sitzt , dann könntet ihr das problemlos visualisieren .","But I would wager that if I asked you to recall who is sitting on top of a talking tan horse in your foyer right now , you would be able to see that .","so , if you look at , you , you , , you , you , ,",1.89
734,51,"Die Idee des Gedächtnispalastes ist es , ein Gebäude vorm inneren Auge zu erbauen und es mit Bildern der zu erinnernden Dinge zu füllen – je verrückter , bunter , bizarrer , lustiger , dreckiger , stinkender das Bild ist , um so stärker brennt es sich ins Gedächtnis ein .","The idea behind the memory palace is to create this imagined edifice in your mind 's eye and populate it with images of the things that you want to remember -- the crazier , weirder , more bizarre , funnier , raunchier , stinkier the image is , the more unforgettable it 's likely to be .","so , the , of the , , the , , , the , , , , , , , , , , , , , , , , , and",1.93
735,21,"Dies ist ein Ratschlag , der auf die über 2 000 Jahre alten lateinischen Texte über das Gedächtnis zurück geht .","This is advice that goes back 2,000-plus years to the earliest Latin memory treatises .",the is the the of the back to the .,5.24
736,5,Wie funktioniert es also ?,So how does this work ?,so how does it work ?,22.96
737,40,"Angenommen du bist eingeladen , um hier bei TED einen Vortrag zu halten und du möchtest ihn aus dem Gedächtnis halten , genauso wie Cicero es getan hätte , wäre er zu TEDxRome vor 2 000 Jahren eingeladen worden .","Let 's say that you 've been invited to TED center stage to give a speech and you want to do it from memory , and you want to do it the way that Cicero would have done it if he had been invited to TEDxRome 2,000 years ago .","i ' ve been to to to be , and to be , , and i would be to be in .",1.48
738,13,Du könntest so vorgehen : Stelle dir dich vor deiner Haustür vor .,What you might do is picture yourself at the front door of your house .,you you imagine you you .,2.15
739,31,"Stelle dir eine absolut verrückte und verdrehte Geschichte mit unvergesslichen Bildern vor , um dich daran zu erinnern , dass du als erstes über diesen total verrückten Wettkampf sprechen möchtest .","And you 'd come up with some sort of an absolutely crazy , ridiculous , unforgettable image to remind you that the first thing you want to talk about is this totally bizarre contest .","so you 're talking to you you you to you , you you to you that you you to .",2.56
740,18,Und dann gehst du in dein Haus und siehst das Krümelmonster auf dem Rücken von Mr. Ed .,"And then you 'd go inside your house , and you would see an image of Cookie Monster on top of Mister Ed .","and , , , , and , and .",1.99
741,13,"Und das würde dich daran erinnern , deinen Freund Ed Cook vorzustellen .",And that would remind you that you would want to then introduce your friend Ed Cook .,"remember , remember that ,",0.97
742,21,"Und wenn du dann Britney Spears siehst , erinnerst du dich an eine lustige Anekdote , die du erzählen wolltest .",And then you 'd see an image of Britney Spears to remind you of this funny anecdote you want to tell .,"you you , you you , you you , you you .",2.08
743,45,"Du gehst in deine Küche , und die vierte Sache , über die du sprechen wolltest , war diese seltsame Reise auf die du für ein Jahr gegangen bist . Und du hast einige Freunde , die dir helfen , dich daran zu erinnern .","And you go into your kitchen , and the fourth topic you were going to talk about was this strange journey that you went on for a year , and you have some friends to help you remember that .","you you to you , you you , you you , you you , you you , you you , you you , you you , you you .",1.53
744,23,"So merkten sich römische Redner ihre Ansprachen – nicht Wort für Wort , das verwirrt nämlich nur , sondern Thema für Thema .","This is how Roman orators memorized their speeches -- not word - for - word , which is just going to screw you up , but topic - for - topic .","it 's not the for the , for the , for .",1.0
745,28,"Der englische Begriff "" topic sentence "" , ein das Thema beschreibender Satz , kommt vom griechischen Wort "" topos "" , was "" Stätte "" bedeutet .","In fact , the phrase "" topic sentence , "" that comes from the Greek word "" topos , "" which means "" place . ""","so , the , "" the "" "" "" "" "" "" "" "" .",4.6
746,17,"Das sind Überreste davon , als die Menschen über Ansprachen und Rhetorik in räumlichen Begriffen dachten .",That 's a vestige of when people used to think about oratory and rhetoric in these sorts of spatial terms .,it 's when it 's in the .,1.54
747,19,"Die Formulierung "" an erster Stelle "" heißt eigentlich : "" An erster Stelle in deinem Gedächtnispalast . ""","The phrase "" in the first place , "" that 's like in the first place of your memory palace .","so , "" you "" "" "" "" "" """,3.09
748,9,Ich fand das alles einfach faszinierend und bin noch,"I thought this was just fascinating , and I got really into it .",and i just .,1.73
749,6,zu einigen weiteren Gedächtnis-Wettkämpfen gefahren .,And I went to a few more of these memory contests .,some people .,1.37
750,13,Ich wollte vielleicht etwas Längeres über diese Subkultur des kompetitiven Erinnerns schreiben .,And I had this notion that I might write something longer about this subculture of competitive memorizers .,i want to to write something about .,3.76
751,7,Aber es gab da ein Problem .,But there was a problem .,there was a problem .,81.87
752,10,"Das Problem , dass die Gedächtnis-Wettkämpfe totlangweilige Veranstaltungen sind .",The problem was that a memory contest is a pathologically boring event .,the is the the,1.68
753,16,"Es ist wie eine Gruppe von Menschen , die da sitzen und einen Test schreiben .","Truly , it is like a bunch of people sitting around taking the SATs .",it 's a a people who 's .,3.26
754,12,"Es ist schon aufregend , wenn sich jemand die Schläfe reibt .","I mean , the most dramatic it gets is when somebody starts massaging their temples .",it 's the time .,1.56
755,14,"Ich bin Journalist , ich brauche etwas , worüber es lohnt zu schreiben .","And I 'm a journalist , I need something to write about .",i want to write a idea .,6.63
756,21,"Ich weiß , dass die atemberaubendsten Dinge in den Köpfen dieser Leute passieren , aber ich habe keinen Zugriff darauf .","I know that there 's this incredible stuff happening in these people 's minds , but I do n't have access to it .",i ' ve got to do that i have .,1.55
757,16,"Wenn ich also diese Geschichte erzählen wollte , musste ich mich in ihre Lage versetzen .","And I realized , if I was going to tell this story , I needed to walk in their shoes a little bit .","i i wanted to make that , i .",1.19
758,27,"Und so fing ich an , jeden Morgen 15 bis 20 Minuten , bevor ich mich mit meiner Zeitung hinsetze , irgend etwas auswendig zu lernen .",And so I started trying to spend 15 or 20 minutes every morning before I sat down with my New York Times just trying to remember something .,"i i was to to to the , i was to , i was to",1.31
759,4,Vielleicht ein Gedicht oder,Maybe it was a poem .,maybe a .,12.75
760,15,"die Namen aus einem alten Jahrbuch , das ich auf dem Flohmarkt gekauft habe .",Maybe it was names from an old yearbook that I bought at a flea market .,i got the the that i the .,2.42
761,11,"Ich musste feststellen , dass es erstaunlich viel Spaß macht .",And I found that this was shockingly fun .,i was doing it .,5.71
762,7,Ich konnte mir das niemals vorstellen .,I never would have expected that .,i could never .,8.97
763,16,"Es hat Spaß gemacht , weil es nicht darum geht , das Gedächtnis zu trainieren .",It was fun because this is actually not about training your memory .,it 's not to to do it .,3.52
764,29,"Du möchtest eben immer besser und besser darin werden , diese verrückten , farbenfrohen , dreckigen , lustigen und hoffentlich unvergesslichen Bilder vor deinem inneren Auge zu erträumen .","What you 're doing is you 're trying to get better and better and better at creating , at dreaming up , these utterly ludicrous , raunchy , hilarious and hopefully unforgettable images in your mind 's eye .","and , , , , , , , , , , , and , and , .",1.05
765,5,Ich vertiefte mich darin .,And I got pretty into it .,i me .,7.25
766,7,Hier bin ich mit meinem Standard-Gedächtniswettbewerbs-Trainingsset .,This is me wearing my standard competitive memorizer 's training kit .,i am here .,2.16
767,25,"Ein Paar Ohrschützer und eine Schutzbrille , die bis auf zwei kleine Streifen abgedeckt wurde , weil Ablenkung der größte Feind des Gedächtnis-Wettkämpfers ist .","It 's a pair of earmuffs and a set of safety goggles that have been masked over except for two small pinholes , because distraction is the competitive memorizer 's greatest enemy .","the 's a is a , because of the , ,",1.71
768,14,"Ich ging zu dem selben Wettkampf , den ich ein Jahr früher besucht hatte",I ended up coming back to that same contest that I had covered a year earlier .,i i went to the last year .,2.36
769,14,"und mir schwebte vor , daran teilzunehmen , nur so als journalistisches Experiment .","And I had this notion that I might enter it , sort of as an experiment in participatory journalism .","so , i think of it as",1.45
770,10,Es könnte ein netter Epilog für meine Nachforschungen sein .,"It 'd make , I thought , maybe a nice epilogue to all my research .",it could be a .,1.41
771,12,"Das Problem war , dass das Experiment nicht wie geplant verlief .",Problem was the experiment went haywire .,the the was the the .,15.21
772,13,"Ich gewann den Wettkampf , was nun wirklich nicht hätte passieren sollen .","I won the contest , which really was n't supposed to happen .",what i did was to do .,3.67
773,23,"Es war nett , sich Reden einprägen zu können und Telefonnummern und Einkaufslisten aber das war nicht , was ich erzielen wollte .","Now it is nice to be able to memorize speeches and phone numbers and shopping lists , but it 's actually kind of beside the point .","and i was to to be , and i was , and .",2.88
774,5,Das sind nur Tricks .,These are just tricks .,that 's just .,14.79
775,17,"Tricks die funktionieren , weil sie auf einigen einfachen Ideen über die Funktionsweise unseres Gehirnes aufbauen .",They are tricks that work because they 're based on some pretty basic principles about how our brains work .,they 're doing the of of the ideas .,3.11
776,23,"Du musst keine Gedächtnispaläste bauen oder dir Kartendecks einprägen , um von dem Einblick über die Funktionsweise deines Gedächtnisses profitieren zu können .",And you do n't have to be building memory palaces or memorizing packs of playing cards to benefit from a little bit of insight about how your mind works .,so you could could to be able to get to .,1.68
