id,src_len,source,reference,hypothesis,bleu
566,12,In der Mitte des Jahrhunderts waren Polio und die Pocken ausgerottet .,"In the middle years of the century , polio was eradicated and smallpox eliminated .","and the middle century , polio and smallpox smallpox smallpox .",14.74
567,19,"Technologie schien etwas an sich zu haben , was Alvin Toffler 1970 einen "" beschleunigenden Vorstoß "" nannte .","Technology itself seemed to possess what Alvin Toffler in 1970 called "" accelerative thrust . ""","technology seemed to something to what what was called a a called called "" . .",7.66
568,41,"Für den Großteil der menschlichen Geschichte konnten wir uns nicht schneller als ein Pferd oder ein Boot mit Segeln fortbewegen , aber im Jahr 1969 flog die Mannschaft der Apollo 10 mit einer Geschwindigkeit von ca. 40.200 Kilometern pro Stunde .","For most of human history , we could go no faster than a horse or a boat with a sail , but in 1969 , the crew of Apollo 10 flew at 25,000 miles an hour .","for the majority of human history , we could n't afford faster faster a horse or a boat or a , but in the , the average of the apollo 10 of a 10 percent of .",28.24
569,11,Seit 1970 waren keine menschlichen Wesen mehr auf dem Mond .,"Since 1970 , no human beings have been back to the moon .","since 1970 , no human beings are on the moon .",39.12
570,68,"Niemand hat sich je schneller bewegt als die Besatzung der Apollo 10 , und der unbekümmerte Optimismus über die Macht der Technologie ist verdampft . Denn die großen Probleme , die wir mit Technologie zu lösen gehofft hatten , zum Beispiel zum Mars zu fliegen , saubere Energie zu produzieren , Krebs zu heilen , oder die Welt vom Hunger zu befreien , scheinen mittlerweile unlösbar schwierig .","No one has traveled faster than the crew of Apollo 10 , and blithe optimism about technology 's powers has evaporated as big problems we had imagined technology would solve , such as going to Mars , creating clean energy , curing cancer , or feeding the world have come to seem intractably hard .","nobody has ever faster than than the the of the apollo , and the the optimism of technology is is great , because the great problems we have with technology with technology , for example , for example , clean clean , , clean energy , or the world ,",5.72
571,10,"Ich erinnere mich noch daran , wie ich als Fünfjähriger",I remember watching the liftoff of Apollo 17 .,i remember remember as a .,5.85
572,24,"das Abheben der Apollo 17 sah und meine Mutter mich warnte , nicht zu sehr in den feurigen Auspuff der Saturn-V-Rakete zu schauen .","I was five years old , and my mother told me not to stare at the fiery exhaust of a Saturn V rocket .","the the 17 17 , and my mother was n't me not very in in the wild of .",13.16
573,33,"Ich hatte eine Ahnung , dass dies die letzte Mondmission sein würde , aber ich war mir hundertprozentig sicher , dass es noch in meinem Leben Kolonien auf dem Mars geben würde .","I vaguely knew this was to be the last of the moon missions , but I was absolutely certain there would be Mars colonies in my lifetime .","i had a idea that this was be the last , but i was was sure i was going to give it in my life life .",8.85
574,23,"Der Ausspruch "" etwas geschah mit unserer Fähigkeit , große Probleme mit Technologie zu lösen "" , ist zu einer Plattitüde geworden .","So "" Something happened to our capacity to solve big problems with technology "" has become a commonplace .","the 's something something happened with our ability to solve problems with technology , become a tremendous .",12.15
575,5,Man hört es überall .,You hear it all the time .,you hear it .,16.7
576,13,Wir haben es hier in den letzten zwei Tagen bei TED gehört .,We 've heard it over the last two days here at TED .,we have here here at the last two days here .,33.64
577,36,"Es kommt einem vor , als hätten uns Technologen abgelenkt und sich selbst mit belanglosen Spielzeugen bereichert . Mit Dingen wie iPhones und Apps und sozialen Medien , oder Algorithmen , die automatischen Geschäftsverkehr beschleunigen .","It feels as if technologists have diverted us and enriched themselves with trivial toys , with things like iPhones and apps and social media , or algorithms that speed automated trading .","it 's a when you have technologists and and and himself with positive objects , with like and and and social media social or social algorithms , the that .",7.27
578,11,Es ist ja nichts falsch mit den meisten dieser Dinge .,There 's nothing wrong with most of these things .,it 's not wrong with those things .,12.86
579,8,Sie haben unser Leben verlängert und bereichert .,They 've expanded and enriched our lives .,they have our lives and personal .,13.54
580,10,Doch sie lösen nicht die großen Probleme der Menschheit .,But they do n't solve humanity 's big problems .,but they do n't solve the problems problems .,31.76
581,4,Was ist passiert ?,What happened ?,what happened ?,55.03
582,41,"Es gibt da eine biedere Erklärung aus dem Silicon Valley , wo man zugibt , dass in letzter Zeit weniger ehrgeizige Unternehmen gefördert wurden als in den Jahren , in denen Intel , Microsoft , Apple und Genentech finanziert wurden .","So there is a parochial explanation in Silicon Valley , which admits that it has been funding less ambitious companies than it did in the years when it financed Intel , Microsoft , Apple and Genentech .","there 's a major explanation from the silicon valley where where where you have been less fewer , has been been in in the years , in , in microsoft , and and and .",6.14
583,22,"In Silicon Valley sagt man , die Märkte wären Schuld , im Besonderen die Prämien , welche Risikoanleger den Unternehmen bieten .","Silicon Valley says the markets are to blame , in particular the incentives that venture capitalists offer to entrepreneurs .","in silicon valley , the markets would be the the the , the the the companies .",5.05
584,27,"Silicon Valley sagt , dass Risikoinvestoren sich davon weg bewegt haben , weltverändernde Ideen zu unterstützen , und stattdessen wachsende Probleme oder sogar erfundene Probleme fördern .",Silicon Valley says that venture investing shifted away from funding transformational ideas and towards funding incremental problems or even fake problems .,"silicon valley says that that moved away , ideas ideas ideas and and problems problems problems problems problems even problems problems problems problems .",6.03
585,9,Aber diese Erklärung ist mir nicht gut genug .,But I do n't think that explanation is good enough .,but that explanation is not good enough .,23.76
586,11,"Es erklärt hauptsächlich , was mit Silicon Valley nicht stimmt .",It mostly explains what 's wrong with Silicon Valley .,it explains mainly with silicon valley .,5.63
587,21,Selbst zu ihren risikofreundlichen Zeiten zogen Risikoinvestoren kleine Anlagen vor . Winzige Investitionen mit einer Ausstiegsmöglichkeit innerhalb von 10 Jahren .,"Even when venture capitalists were at their most risk - happy , they preferred small investments , tiny investments that offered an exit within 10 years .",even more likely about little little little little little tiny tiny tiny with a decade within 10 years .,8.8
588,48,"Investoren hatte schon immer Mühe , rentabel in Technologien wie Energie zu investieren , welche ein enormes Eigenkapital erfordern und deren Entwicklung lang und langwierig ist , und Risikoinvestoren haben nie , niemals die Entwicklung von Technologien finanziert , die große Probleme ohne unmittelbaren kommerziellen Wert lösen .","V.C.s have always struggled to invest profitably in technologies such as energy whose capital requirements are huge and whose development is long and lengthy , and V.C.s have never , never funded the development of technologies meant to solve big problems that possess no immediate commercial value .","investors investors has always been to to to energy in energy energy , which is a tremendous successful successful and and development and and , and never never never the development of technologies that are great problems problems without sustainable resources .",6.45
589,18,"Nein , die Gründe , warum wir keine großen Problem lösen können , sind komplizierter und tiefgründiger .","No , the reasons we ca n't solve big problems are more complicated and more profound .","no , the reasons we ca n't solve a big problem , complicated and .",40.75
590,12,"Manchmal entscheiden wir bewusst , nicht die großen Probleme zu beheben .",Sometimes we choose not to solve big problems .,sometimes we decide consciously not not big problems .,20.16
591,10,"Wir könnten zum Mars fliegen , wenn wir wollen .",We could go to Mars if we want .,we could fly mars mars if we want .,31.56
592,8,NASA hat sogar schon einen Plan entworfen .,NASA even has the outline of a plan .,nasa even even a a .,6.48
593,19,"Aber zum Mars zu fliegen wäre eine politische Entscheidung von öffentlicher Beliebtheit und deshalb wird es nie passieren ,","But going to Mars would follow a political decision with popular appeal , and that will never happen .",but mars to mars would be a political choice of of and and it 's never happen .,10.7
594,26,"Wir werden nicht zum Mars fliegen , weil jeder denkt , dass es hier auf der Erde wichtigere Dinge gibt , die getan werden müssen .","We wo n't go to Mars , because everyone thinks there are more important things to do here on Earth .","we wo n't fly to mars , because everyone thinks that there are there are there are things to be done .",16.92
595,17,"Ein anderes Mal können wir die großen Probleme nicht lösen , weil unsere politischen Systeme scheitern .","Sometimes , we ca n't solve big problems because our political systems fail .",another time we can solve the big problems problems because our political systems fail .,45.47
596,36,"Heute kommen weniger als zwei Prozent des Energieverbrauchs der Erde von fortgeschrittenen , erneuerbaren Quellen , wie Solarenergie , Wind und Biokraftstoff , weniger als zwei Prozent , und der Grund dafür ist rein wirtschaftlich .","Today , less than two percent of the world 's energy consumption derives from advanced , renewable sources such as solar , wind and biofuels , less than two percent , and the reason is purely economic .","today , less than two percent of the earth earth , renewables sources , solar power wind and less , less than two percent , and the reason is is .",41.43
597,16,Kohle und Erdgas sind günstiger als Solarenergie und Wind und Erdöl ist billiger als Biokraftstoff .,"Coal and natural gas are cheaper than solar and wind , and petroleum is cheaper than biofuels .",coal and gas are cheaper and wind and cheaper cheaper cheaper cheaper .,11.4
598,16,"Wir alle wollen alternative Energiequellen , die preislich mithalten können . Aber es existieren keine .",We want alternative energy sources that can compete on price . None exist .,we all want to to the the can can . . .,4.05
599,52,"Nun ist es so , dass Entwickler , Unternehmensführer und Wirtschaftswissenschaftler im Prinzip alle der gleichen Meinung darüber sind , welche nationalen Praktiken und internationalen Abkommen die Entwicklung von alternativen Energien vorantreiben würden : Hauptsächlich ein erheblicher Zuwachs in der Forschung und Entwicklung von Energietechnologien und ein erhöhter Preis für Kohlenstoff .","Now , technologists , business leaders and economists all basically agree on what national policies and international treaties would spur the development of alternative energy : mostly , a significant increase in energy research and development , and some kind of price on carbon .","now , it 's that , , and and and and all all the the same , which is the national and and international development of evolution of evolution , : a a global global in in and development and and and and and a cost of carbon .",4.01
600,27,"Aber in dem derzeitigen politischen Klima gibt es keine Hoffnung , dass die Energiepolitik der USA oder die internationalen Abkommen diese Meinungen aufnehmen und wiedergeben werden .",But there 's no hope in the present political climate that we will see U.S. energy policy or international treaties that reflect that consensus .,"but in the political political , there 's no hope that the united states or the nation , the by the and and .",11.27
601,14,"Manchmal sind tiefgründige Probleme , die technisch lösbar erschienen , doch nicht so .","Sometimes , big problems that had seemed technological turn out not to be so .","sometimes are common problems , technically technically , but not .",3.68
602,13,"Es wurde lange geglaubt , dass Hungersnöte am Scheitern der Lebensmittelversorgung liegen .",Famines were long understood to be caused by failures in food supply .,it was been been the at the on the . .,3.12
603,22,"Aber 30 Jahre Forschung haben uns gelehrt , dass Hungersnöte politische Krisen sind , die katastrophale Auswirkungen auf die Lebensmittelverteilung haben .",But 30 years of research have taught us that famines are political crises that catastrophically affect food distribution .,but 30 years of taught taught us that the political political are are impact on impact .,14.09
604,27,"Technologien können Dinge wie Ernteertrag oder Systeme wie Lagerung und Transport von Lebensmitteln verbessern , aber es wird Hungersnot geben , solange es mangelhafte Regierungen gibt .","Technology can improve things like crop yields or systems for storing and transporting food , but there will be famines so long as there are bad governments .","technology can be things like things like systems and transportation and transportation , but it 's going to happen , there are governments .",5.9
605,17,"Letztlich werden großen Problemen manchmal die Lösungen entzogen , weil wir das Problem nicht richtig verstehen .","Finally , big problems sometimes elude solution because we do n't really understand the problem .","ultimately , big problems will sometimes the solutions because we do n't understand understand .",24.92
606,49,"Präsident Nixon erklärte 1971 dem Krebs den Krieg , aber man fand bald heraus , dass es viele Arten von Krebs gibt , von welchen die meisten verflixt widerstandsfähig gegen Therapie sind , und erst seit den letzten 10 Jahren scheinen effektive , realistische Therapien Wirklichkeit zu werden .","President Nixon declared war on cancer in 1971 , but we soon discovered there are many kinds of cancer , most of them fiendishly resistant to therapy , and it is only in the last 10 years that effective , viable therapies have come to seem real .","president , after the war war war war , but found found that there are many types of cancer , which most of the most powerful society against therapy therapy , for only last 10 years , to be more effective .",8.99
607,5,Schwierige Probleme sind schwierig .,Hard problems are hard .,difficult problems hard hard .,23.64
608,14,"Es stimmt nicht , dass wir große Probleme nicht mit Technologien lösen können .",It 's not true that we ca n't solve big problems through technology .,it 's not that we ca n't solve problems .,32.25
609,52,"Wir können , wir müssen es , aber dazu müssen diese vier Elemente alle vorhanden sein : Führende Politiker und die Öffentlichkeit müssen daran interessiert sein , ein Problem zu lösen ; Institutionen müssen die Lösung unterstützen ; es muss wirklich ein technisches Problem sein ; und wir müssen es verstehen .","We can , we must , but these four elements must all be present : Political leaders and the public must care to solve a problem ; institutions must support its solution ; It must really be a technological problem ; and we must understand it .","we can , we need to to , but must must be able to have the four : and politicians and public public must have to solve a problem , solve institutions ; it must have really a huge problem ; we need to understand it .",12.94
610,24,"Die Apollomission , die zu einer Art Metapher wurde für die Fähigkeit der Technologie , große Probleme zu lösen , erfüllte diese Kriterien .","The Apollo mission , which has become a kind of metaphor for technology 's capacity to solve big problems , met these criteria .","the the of became a kind of the for the ability to solve the problems problems , , this . .",9.42
611,15,"Aber dies ist ein Modell , was in der Zukunft nicht wiederholt werden kann .",But it is an irreproducible model for the future .,but this is a model which ca n't be in .,4.93
612,6,Es nicht das Jahr 1961 .,It is not 1961 .,it did n't .,12.44
613,36,"Es gibt keinen dramatisch-mitreißenden Kampf wie den Kalten Krieg , keinen Politiker wie John Kennedy , der alles schwierige und gefährliche zu einer Heldentat macht , und keine beliebte Science-Fiction-Mythologie wie die Erforschung des Sonnensystems .","There is no galvanizing contest like the Cold War , no politician like John Kennedy who can heroize the difficult and the dangerous , and no popular science fictional mythology such as exploring the solar system .","there 's no fight struggle like cold war , no politicians like john kennedy , who everything everything and dangerous to a a , and not like like the the of the solar system .",10.5
614,15,"Am allermeisten jedoch , war es am Ende einfach , zum Mond zu fliegen .","Most of all , going to the moon turned out to be easy .","but on , , was just to fly the moon .",7.18
615,7,Er war nur drei Tage entfernt .,It was just three days away .,he was only three days .,16.34
616,14,"Und es ist diskutabel , ob das wirklich ein ernsthaftes Problem gelöst hat .",And arguably it was n't even solving much of a problem .,and it 's moral whether that 's a problem problem solved .,8.05
617,17,Wir sind auf uns selbst gestellt und die Lösungen der Zukunft werden schwieriger zu erreichen sein .,"We are left alone with our day , and the solutions of the future will be harder won .",we 're ourselves ourselves and the solutions of the future will be .,36.31
618,11,"Weiß Gott , es fehlt uns jedenfalls nicht an Herausforderungen .","God knows , we do n't lack for the challenges .",god knows we do n't seem to challenges .,18.7
619,3,Vielen Dank .,Thank you very much .,thank you .,17.8
620,9,Ich möchte euch einladen eure Augen zu schließen .,I 'd like to invite you to close your eyes .,i want you to close your eyes .,46.76
621,10,"Stell dir vor , du stehst vor deiner Haustür .",Imagine yourself standing outside the front door of your home .,imagine you you stand your your .,4.41
622,15,"Betrachte die Tür , ihre Farbe und das Material aus dem sie gemacht ist .","I 'd like you to notice the color of the door , the material that it 's made out of .","check the door , her color and the material made it .",8.67
623,12,Jetzt stell dir eine Gruppe übergewichtiger FKK-ler auf ihren Fahrrädern vor .,Now visualize a pack of overweight nudists on bicycles .,now imagine a group of young on your . .,5.93
624,16,Es ist ein nacktes Fahrradrennen und sie kommen genau auf dich und deine Haustür zu .,"They are competing in a naked bicycle race , and they are headed straight for your front door .",it 's a german and and you come up and your . .,2.75
625,7,Du musst dir das wirklich vorstellen .,I need you to actually see this .,you need to really .,8.29
626,13,"Sie strampeln sich ab , schwitzen und wabbeln direkt auf dich zu .","They are pedaling really hard , they 're sweaty , they 're bouncing around a lot .",they refused to and and and attention .,2.13
627,10,Und dann krachen sie alle direkt in deine Haustür .,And they crash straight into the front door of your home .,and then they 're directly directly into your .,4.83
628,17,"Fahrräder , Räder , alles fliegt kreuz und quer . Speichen verkeilen sich in prekären Stellen .","Bicycles fly everywhere , wheels roll past you , spokes end up in awkward places .","bicycles , wheels , all over and and and and in .",6.1
629,35,"Nun tritt über die Schwelle deiner Wohnung in deine Diele , deinen Flur oder was eben auf der anderen Seite deiner Wohnungstür liegt , und genieße , wie sich das Licht im Raum bricht .","Step over the threshold of your door into your foyer , your hallway , whatever 's on the other side , and appreciate the quality of the light .","now you can get your your your your your your your your or your or , the the side side of your hand , and the light is like .",5.22
630,7,Das Licht scheint auf das Krümelmonster .,The light is shining down on Cookie Monster .,the light seems on .,6.32
631,11,Es winkt dir vom Rücken eines gelb-braunen Pferdes aus zu .,Cookie Monster is waving at you from his perch on top of a tan horse .,it 's you from the of of a . .,6.89
632,4,Einem sprechenden Pferd .,It 's a talking horse .,a horse horse .,21.44
633,13,"Du kannst fast spüren , wie sein blaues Fell deine Nase kitzelt .",You can practically feel his blue fur tickling your nose .,you can almost feel how your your your your nose .,15.85
634,13,"Du riechst den Schokokeks , den es sich in den Mund schiebt .",You can smell the oatmeal raisin cookie that he 's about to shovel into his mouth .,you 'll see the the that in your mouth .,4.96
635,10,"Geh an ihm vorbei , vorbei in dein Wohnzimmer .",Walk past him . Walk past him into your living room .,"go on him , in your room .",7.97
636,13,Hier stell dir mit der ganzen Leistung deiner Vorstellungskraft Britney Spears vor .,"In your living room , in full imaginative broadband , picture Britney Spears .",here 's your performance to your imagination imagination .,3.25
637,25,"Ihre Kleider bedecken nur das Allernötigste , sie singt "" Hit Me Baby One More Time "" , während sie auf deinem Wohnzimmertisch tanzt .","She is scantily clad , she 's dancing on your coffee table , and she 's singing "" Hit Me Baby One More Time . ""","their clothes were only the the they they called "" baby , , "" , as they 're on your . .",3.94
638,7,Jetzt folge mir in deine Küche .,And then follow me into your kitchen .,now i me your kitchen .,23.26
639,41,"Der Boden wurde durch eine gelbe Pflasterstraße ersetzt und aus deinem Ofen kommen dir Dorothy , der Zinnmann , Vogelscheuche und der Löwe aus "" Der Zauberer von Oz "" entgegen , Hand in Hand hüpfen sie auf dich zu .","In your kitchen , the floor has been paved over with a yellow brick road and out of your oven are coming towards you Dorothy , the Tin Man , the Scarecrow and the Lion from "" The Wizard of Oz , "" hand - in - hand skipping straight towards you .","the soil got through a yellow response and from from their own , , , , , and the and from the "" of "" , hand hand hand hand hand .",2.48
640,7,Okay . Jetzt öffne die Augen .,Okay . Open your eyes .,"okay , now your eyes .",30.21
641,22,"ich möchte euch von einem sehr bizarren Wettbewerb erzählen , der jedes Jahr im Frühling in New York City abgehalten wird .",I want to tell you about a very bizarre contest that is held every spring in New York City .,i want to tell you a very important session that year in new york city .,15.69
642,9,"Er heißt "" United States Memory Championship "" .",It 's called the United States Memory Championship .,"it 's called "" gay . .",10.92
643,21,"Vor ein paar Jahren wollte ich von diesen Wettkampf als Wissenschaftsjournalist berichten und erwartete , die Jahrestagung der Inselbegabten vorzufinden .","And I had gone to cover this contest a few years back as a science journalist expecting , I guess , that this was going to be like the Superbowl of savants .","a few years ago , i wanted to call these these as as as as , and the the the .",5.02
644,17,"Es war ein Haufen Typen und einige wenige Damen , von ganz unterschiedlichem Alter und Hygienestandard .","This was a bunch of guys and a few ladies , widely varying in both age and hygienic upkeep .","it was a bunch and and few few , by very small and and .",8.96
645,12,Sie prägten sich nach einmaligem Betrachten Hunderte von zufälligen Zahlen ein .,"They were memorizing hundreds of random numbers , looking at them just once .",they 're looking at moral hundreds of numbers numbers .,8.8
646,9,Lernten die Namen von Dutzenden und Aberdutzenden von Unbekannten,They were memorizing the names of dozens and dozens and dozens of strangers .,learned the names of criminals and,8.56
647,10,und merkten sich ganze Gedichte in nur wenigen Minuten .,They were memorizing entire poems in just a few minutes .,and just poems minutes in minutes .,9.33
648,16,"Sie konkurrierten darum , wer sich die Reihenfolge eines gemischten Kartendecks am schnellsten einprägen konnte .",They were competing to see who could memorize the order of a shuffled pack of playing cards the fastest .,they were about who get the the of a a better at the .,5.06
649,4,Das ist verrückt .,"I was like , this is unbelievable .",this is crazy .,13.01
650,7,Diese Leute müssen übernatürliche Fähigkeiten haben .,These people must be freaks of nature .,these people have have have .,6.92
651,12,"Ich fing an , mich mit einigen von ihnen zu unterhalten .",And I started talking to a few of the competitors .,i started to with with some of them .,5.4
652,22,"Dies hier ist Ed Cook , ein Typ , der aus England hergekommen ist und dort eines der besttrainierten Gedächtnisse hat .",This is a guy called Ed Cook who had come over from England where he had one of the best trained memories .,"this is ed , , a guy who 's from england and there 's one of the moral . .",8.93
653,21,"Und ich fragte ihn , "" Ed , wann hast du bemerkt , dass du diese besondere Begabung hast ? ""","And I said to him , "" Ed , when did you realize that you were a savant ? ""","and i said , "" ed , when you noticed that you have this special ? """,8.11
654,10,"Und Ed sagte , "" Ich bin kein Inselbegabter .","And Ed was like , "" I 'm not a savant .","ed ed , "" i am not a .",10.22
655,7,Ich habe nur ein durchschnittliches Gedächtnis .,"In fact , I have just an average memory .",i only have a .,4.67
656,19,"Jeder , der hier antritt , wird dir bestätigen , dass er oder sie nur ein Durchschnittsgedächtnis hat .",Everybody who competes in this contest will tell you that they have just an average memory .,"everybody who here here , you confirm that he 's or just a .",3.43
657,58,"Wir haben uns alle , mittels antiker Techniken , darauf trainiert , diese unglaublichen Gedächtniskunststücke zu vollführen . Techniken , die die Griechen vor 2 500 Jahren erfunden haben . Dieselben Techniken , die Cicero nutzte , um seine Reden auswendig zu lernen , und die mittelalterliche Gelehrte nutzten , um ganze Bücher auswendig zu lernen . ""","We 've all trained ourselves to perform these utterly miraculous feats of memory using a set of ancient techniques , techniques invented 2,500 years ago in Greece , the same techniques that Cicero had used to memorize his speeches , that medieval scholars had used to memorize entire books . ""","we all all of using techniques techniques , to to these incredible incredible , techniques that that the the two years ago , invented , the same , , used to learn his talk , and the the to use to learn to learn .",6.03
658,21,"Und ich dachte nur , "" Wow , wie kommt es , dass ich noch nie davon gehört habe ? ""","And I was like , "" Whoa . How come I never heard of this before ? ""","and i thought , "" wow , how i i heard of that ? """,7.45
659,32,"Wir standen draußen vor der Wettkampfhalle und Ed , dieser wunderbare , brillante , und etwas exzentrische englische Typ sagt zu mir , "" Josh , du bist ein amerikanischer Journalist .","And we were standing outside the competition hall , and Ed , who is a wonderful , brilliant , but somewhat eccentric English guy , says to me , "" Josh , you 're an American journalist .","we stood out and and , , wonderful wonderful , brilliant , and something called something silent , says says to me , "" josh , you 're a a journalist .",22.05
660,6,"Kennst du Britney Spears ? ""","Do you know Britney Spears ? """,do you like ? ?,8.52
661,10,"Ich : "" Was ? Nee . Wieso ? ""","I 'm like , "" What ? No . Why ? """,i said what ?,2.16
662,21,""" Ich würde gern Britney Spears beibringen , wie man die Reihenfolge eines gemischten Kartendecks auswendig lernt . Im U.S.-Fernsehen .",""" Because I really want to teach Britney Spears how to memorize the order of a shuffled pack of playing cards on U.S. national television .",""" i 'd like to to to how to make a a better .",2.56
663,13,"Es würde der Welt beweisen , dass das hier jeder kann . ""","It will prove to the world that anybody can do this . ""","it would the the world that anybody can . """,33.47
664,19,"Ich sagte ihm , "" Ich bin zwar nicht Britney Spears , aber du könntest es mir beibringen .","I was like , "" Well I 'm not Britney Spears , but maybe you could teach me .","i told him , "" i ' m not really smart , but you could .",7.55
665,13,"Ich meine , du musst ja irgendwo anfangen , nicht wahr ? ""","I mean , you 've got to start somewhere , right ? ""","i mean , you 're somewhere , right ?",27.68
666,12,Und das war der Anfang einer sehr seltsamen Reise für mich .,And that was the beginning of a very strange journey for me .,and that was the very strange journey .,19.23
667,43,"Einen Großteil des nächsten Jahres verbrachte ich nicht nur damit , mein Gedächtnis zu trainieren , sondern auch damit , es zu untersuchen und zu verstehen , wie es funktioniert , warum es manchmal nicht funktioniert und was sein Potenzial sein könnte .","I ended up spending the better part of the next year not only training my memory , but also investigating it , trying to understand how it works , why it sometimes does n't work and what its potential might be .","i spent spent a lot of the year i could train my memory , but also to to it and understand how it works it does n't work and what what could be .",25.16
668,9,Ich habe eine Menge wirklich interessanter Leute getroffen .,I met a host of really interesting people .,i really know a lot of interesting people .,21.11
669,6,Das hier ist zum Beispiel E.P.,This is a guy called E.P.,this is for example .,5.71
670,13,Er leidet unter Gedächtnisverlust und hat vermutlich das schlechteste Gedächtnis der Welt .,"He 's an amnesic who had , very possibly , the very worst memory in the world .","he suffering under the , probably the worst memory .",4.96
671,20,"Sein Gedächtnis ist so schlecht , dass er sich nicht einmal an sein Gedächtnisproblem erinnert . Was erstaunlich ist .","His memory was so bad that he did n't even remember he had a memory problem , which is amazing .",his memory is so bad that it 's not remembered to his . . what is amazing .,11.83
672,24,"Obwohl es so tragisch war , bot er Einblicke darin , wie viel unser Gedächtnis uns zu dem macht , wer wir sind .","And he was this incredibly tragic figure , but he was a window into the extent to which our memories make us who we are .","though it was tragic tragic , he was in in , how much our our our us to us who we are .",17.81
673,8,Auf der anderen Seite des Spektrums lernte ich,The other end of the spectrum : I met this guy .,the other side of the .,7.1
674,4,Kim Peek kennen .,This is Kim Peek .,kim bears .,14.13
675,16,"Er war die Vorlage für Dustin Hoffmans Charakter in dem Film "" Rain Man . ""","He was the basis for Dustin Hoffman 's character in the movie "" Rain Man . ""","he was the the for for both of "" "" . """,7.26
676,23,"Wir verbrachten einen Nachmittag zusammen damit , in der öffentlichen Bücherei in Salt Lake City Telefonbücher auswendig zu lernen . Einfach faszinierend .","We spent an afternoon together in the Salt Lake City Public Library memorizing phone books , which was scintillating .","we spent a afternoon together in the public library of in in in , and . .",13.8
677,37,"Und ich kam zurück , um einen ganzen Stapel Abhandlungen über das Gedächtnis zu lesen , Abhandlungen , die vor 2 000 Jahren und mehr im Altertum in Latein und später im Mittelalter geschrieben worden waren .","And I went back and I read a whole host of memory treatises , treatises written 2,000-plus years ago in Latin in Antiquity and then later in the Middle Ages .","and i came back to to a whole of of about memory memory , which was two years ago and and in in in in and and later in the .",7.56
678,11,Und ich habe einen ganzen Haufen wirklich interessanter Dinge gelernt .,And I learned a whole bunch of really interesting stuff .,and i really really a really interesting things .,9.08
679,34,"Besonders faszinierte mich , dass es eine Zeit gab , zu der die Vorstellung , das Gedächtnis zu trainieren , zu disziplinieren , zu kultivieren , nicht nahezu so fremd wie heute erschien .","One of the really interesting things that I learned is that once upon a time , this idea of having a trained , disciplined , cultivated memory was not nearly so alien as it would seem to us to be today .","especially me , there was a time to to memory memory memory memory , to , not almost virtually as as as as today .",2.9
680,17,"Es gab eine Zeit , zu der Menschen in ihr Gedächtnis investierten , es aufwändig möblierten .","Once upon a time , people invested in their memories , in laboriously furnishing their minds .","there was a time to people people in their memory , it was .",7.46
681,55,"Über die letzten paar Jahrtausende haben wir eine Reihe von Technologien erfunden – vom Alphabet zur Schriftrolle , zum Kodex , dem Buchdruck , der Photographie , dem Computer , dem Smartphone – die es uns immer einfacher gemacht haben , unser Gedächtnis extern zu lagern , diese fundamental menschliche Fähigkeit im Prinzip auszugliedern .","Over the last few millenia we 've invented a series of technologies -- from the alphabet to the scroll to the codex , the printing press , photography , the computer , the smartphone -- that have made it progressively easier and easier for us to externalize our memories , for us to essentially outsource this fundamental human capacity .","so over the last few of we have a a series of technologies -- from the alphabet , , the the , the the , the computer , the computer , the computer that we always always to us to our our our , , the human human human .",22.68
682,13,"Diese Technologien haben unsere moderne Welt ermöglicht , uns aber gleichzeitig verändert .","These technologies have made our modern world possible , but they 've also changed us .","these technologies have changed our modern world , but at same time .",14.29
683,18,"Sie haben uns kulturell verändert und ich würde behaupten , dass sie uns auch kognitiv verändert haben .","They 've changed us culturally , and I would argue that they 've changed us cognitively .",they were changing and and i would argue that they have us .,16.35
684,19,"Ohne die Notwendigkeit zu erinnern , scheint es manchmal , als hätten wir vergessen , wie das geht .","Having little need to remember anymore , it sometimes seems like we 've forgotten how .","without the the , , sometimes seem to remember how how this .",6.46
685,32,"Einer der letzten Orte dieser Erde , wo man noch immer Leute finden kann , die noch immer leidenschaftlich ihr Gedächtnis trainieren , disziplinieren und kultivieren , ist dieser einzigartige Gedächtnis-Wettkampf .","One of the last places on Earth where you still find people passionate about this idea of a trained , disciplined , cultivated memory is at this totally singular memory contest .","one of the last places of earth earth where you still find people still find still their own memory , and and and , , is that unique .",20.67
686,17,"Tatsächlich ist er nicht so einzigartig , es gibt Wettkämpfe wie diesen auf der ganzen Welt .","It 's actually not that singular , there are contests held all over the world .","in fact , not unique unique , like like like this around the world .",10.4
687,19,"Und das hat mich in den Bann gezogen , ich wollte wissen , wie diese Leute das machen .","And I was fascinated , I wanted to know how do these guys do it .","and that took me to the the , i wanted to know how these people do .",17.03
688,18,Vor einigen Jahren hat eine Forschungsgruppe am University College London eine Gruppe von Gedächtnismeistern ins Labor gebracht .,A few years back a group of researchers at University College London brought a bunch of memory champions into the lab .,"a few years ago ago , university university university university a a group of lab .",9.51
689,19,Sie wollten wissen : Ist die Struktur oder Anatomie ihrer Gehirne anders als die beim Rest von uns ?,"They wanted to know : Do these guys have brains that are somehow structurally , anatomically different from the rest of ours ?",they wanted to know is the structure or the brains brains differently than the rest rest us ?,8.28
690,6,Die Antwort war : Nein .,The answer was no .,the answer was no .,66.87
